title,location,reviews,date,contribution,upvote,reviewer_name,ratings,start_time,end_time
Great to find some Chinese food,,You can get Chinese food especially Dim Sum & noodle here at Vancouver Chinatown. Happen to visit on Sunday so most of the shops are closed.,"December 4, 2019",0,0,,4.0,2021-06-19 08:09:20.984766,2021-06-19 08:09:21.081342
Disheartened,,"Joined the hop on hop off bus, wanted to go to China town to see the gardens!!!!!!!!! within 50 walking paces we were in the middle of what I would call Hell on Earth, Vancouver has obviously gathered up all drug takers, mental health problems, homelessness and dumped them in China town!!!!!! I have never seen anything like it in my life, I was emotionally upset for days after this encounter, get your act together Vancouver and start providing proper services for these people, I am very grateful it was in daylight that we arrived in China town, still never seen the gardens.","October 23, 2019",0,0,,1.0,2021-06-19 08:09:21.081348,2021-06-19 08:09:21.175641
Visit Chinatown,,"The Hop On Hop Bus stopped here. We hopped off. We went to the garden and to the entrance gate but did not walk the opposite direction. We wish we would have known to do so. We felt as though we were missing something. Our friends went there several days before us and said they had some great food. Therefore, I am rating it a 5.","October 23, 2019",0,0,,5.0,2021-06-19 08:09:30.601664,2021-06-19 08:09:30.690694
Disappointing,,"This is a very disappointing China town and probably the worst I have visited around the world.  It covers a large area but has very little appeal.  It is certainly not attractive and does not have a 'buzz' or any form of excitement.  It could easily be just any area with numerous shops and restaurants, some empty and hardly any that were busy, in any part of town.  Maybe I expected too much.We walked there from Downtown and found ourselves walking in streets lined with homeless people and where others were openly taking drugs.I did not see anything to recommend it other than the gardens.","October 11, 2019",0,0,,2.0,2021-06-19 08:09:30.690700,2021-06-19 08:09:30.772516
Not pretty,,"Feel mixed about this area, thought it would be visually better on the eye but parts are very rundown and border on one of the least desirable areas of the city. The large monumental arch is impressive but not as good as the ones near my home in Liverpool and Manchester.","October 8, 2019",0,0,,3.0,2021-06-19 08:09:30.772522,2021-06-19 08:09:30.851931
mixed experience,,"We had very some good food here, but not as bustling as maybe it once was. Some of the surrounding areas are rather gritty, due to drugs and homelessness.","October 7, 2019",0,0,,4.0,2021-06-19 08:09:30.851937,2021-06-19 08:09:30.931631
"Beautiful, historical, and so much food!!!",,"We walked around enjoying the food, the people and historical sites here in Vancouver's China Town.  I would come back again if I were in the area.China town was established in the 1890s and has seen ups and downs as all cities have, but the people here are great and the history is riveting.","October 5, 2019",0,0,,4.0,2021-06-19 08:09:30.931636,2021-06-19 08:09:31.013043
Interesting Part of Town,,"I recommend a walking tour of this area, especially the garden.  Very vibrant area, some good restaurants.  It's low income but feels quite safe on our walk around.","September 25, 2019",0,0,,4.0,2021-06-19 08:09:31.013048,2021-06-19 08:09:31.093112
Great fun,,Fantastic shops with great prices. Fantastic restaurants - huge portions so dont order to much. People are lovely but it is a busy part of town.,"September 22, 2019",0,0,,5.0,2021-06-19 08:09:31.093118,2021-06-19 08:09:31.175341
Not great,,Some nice places but we walked through some seedy places getting there . Sun Sat Yen park very interesting So Sad to see all the homeless street people .Confronting to see people who appeared to be taking drugs in broad daylight .No signs of any police presence .Would not recommend a visit unless in a group .,"September 17, 2019",0,0,,2.0,2021-06-19 08:09:31.175346,2021-06-19 08:09:31.256438
Interesting,,We enjoyed our visit to Vancouver ChinaTown.  The area is not really big so we were able to walk and stroll through it in a short amount of time.  We did go in to a couple of shops.  Mostly we just liked walking and absorbing the are!,"September 14, 2019",0,0,,3.0,2021-06-19 08:09:31.256443,2021-06-19 08:09:31.336921
What happen to the Good Old Day ? Where is all the Wonton and Congee restaurants gone ???,,"Vancouver China Town during the 60's 70's 80's ,is one of the busy place in Vancouver ,great noodle house ,restaurants ,tea house  , BBQ shops every corners ,place is life with hustle & bustle , sad to say ,time change ,,,,,, Vancouver China Town is not the same since the early days ,of course the place still have the traditional Hong Kong style bakeries ,dim sum restaurants , the Dr.Sun Yat Sen garden , and the area is  so so clean  , still homeless and junkies  around ,lot of new hip restaurants open up .yesterday I notice  there is No More traditional  Wonton Noodle  restaurants around !in China Town ?WOW ! that very shock me , very  disappointed to see , but still a place to see if you visiting  ,but  do not exceeded any expectations too high !","September 12, 2019",0,0,,2.0,2021-06-19 08:09:31.336927,2021-06-19 08:09:31.419851
Caution high crime area,,"Visited Chinatown today. I have visited a number of world cities but never felt so unsafe. Everywhere we walked we were confronted by scenes of down and out drug affected people.  It was quite concerning and couldn't wait to get out of the area.  Much worse than the strip on Granville St. People were shooting up, passed out, zombies on every corner, in every doorway and alley. It was horrible and this was day time.  Exercise extreme caution venturing around this area.","September 8, 2019",0,0,,1.0,2021-06-19 08:09:40.504400,2021-06-19 08:09:40.717257
Oldest Chinatown 3rd latgest,,"A few blocks away from Chinatown looked sketchy. We saw the monuments, lots of restaurants and shops, and went into the beautiful Dr. Sun Yat Sen Park.","September 5, 2019",0,0,,4.0,2021-06-19 08:09:40.717262,2021-06-19 08:09:40.797955
Chinatown IS cool,,"Everyone saying how scary Chinatown is, May not understand its potential to the full extent. Being around a couple junkies and homeless people rly isn’t a huge deal. It’s important to remember how much more vulnerable homeless people can be than us.  I’ve lived East side all my life and never once have had a problem with the street people I’ve encountered. Actually, many of them are quite nice!! It’s fair to be more on edge in those areas, as it’s natural to have your instincts up around those we are conditioned to feel are more of a threat to us, but Chinatown is one of my favourite places in the city! Beautiful old buildings, cool local businesses (try to avoid businesses and company’s in the area that contribute to gentrification!), and delicious Chinese and Asian food. Not to mention my fav dollar store in town, Yoko yaya! which has a fun assortment of East Asian candies and drinks. Also if you climb to the top of certain parkades in Chinatown, the view of the city is amazing!!!! Incredibly photogenic for your instagram. I understand for those who prefer more luxurious vacationing, like expensive shopping and dinning, and fancy rich parts of town, then Chinatown ISNT for you. If you are a cool down to earth person who likes to interact with locals, learn the history of the city, learn our history of Chinese’s immigrants that helped build our society, then HEAD ON DOWN!!! Oh ya also you can visit the skinniest building in the world in the Chinatown! Kinda cool","September 3, 2019",0,0,,5.0,2021-06-19 08:09:40.797960,2021-06-19 08:09:40.879521
Has really gone downhill since last visit,,"My husband and I visited Chinatown since he had visited in 1994 and enjoyed it. He was horrified walking around. I was too, but I hadn’t been there before. I clutched my purse and was nervous the entire time. There was a lot of sketchy people walking around, and it smelled like urine. The only positive was that we ate at Phnom Penh, which was good food. We booked it out of there after we ate though. After reading other reviews, maybe we just didn’t go to the right part? Too bad it’s not clear on where to visit in Chinatown, just to visit this tourist attraction. We won’t be returning unless it vastly improves.","August 30, 2019",0,0,,1.0,2021-06-19 08:09:40.879526,2021-06-19 08:09:40.964196
Absolute No Go - one of the worst places in the world,,I've gone there with my family and kids after following a recommendation by tourism Vancouver on what to do in 3 hours in Vancouver. Had the worst experience in my life. We're all still in shock. Already complained at the tourist office and asked them to remove the recommendation on their website and to alert tourists not to go to the Hastings/Carrell/Main area.,"August 23, 2019",0,0,,1.0,2021-06-19 08:09:40.964203,2021-06-19 08:09:41.050070
Sad what this has become.,,"China Town is now the home to most of the homeless, drug addict peoples in Vancouver.  it is sad, but if you are on a vacation and want happy stress free adventure, then skip China Town.","August 21, 2019",0,0,,1.0,2021-06-19 08:09:41.050076,2021-06-19 08:09:41.132636
Avoid at all costs...,,"I saw a man who had passed out standing up, with a needle literally still stuck in his arm.  The closest thing I can liken it to is the ""Walking Dead"" ride at Universal Studios in LA - random zombie like beings popping out everywhere.Oh, and it smells horrific.In 3 weeks touring Canada this is the only place that I really, really did not feel safe in.","August 18, 2019",0,0,,1.0,2021-06-19 08:09:41.132642,2021-06-19 08:09:41.214706
Not a nice experience at all,,"We had heard that Vancouver had a Chinatown worth seeing. We’ll, I wish I had read the excuses before we visited. We parked our car at a parking garage and decided to walk into Chinatown. The area seemed ok but as we walked further into Chinatown, it became very shady. There were drug addicts, homeless people, and prostitutes on most corners it seemed. We walked for about 30 minutes and as area got even more shady, we decided to turn back walk back to our car. Please, do yourself and your family a favour, stay away from this part of Vancouver.","August 17, 2019",0,0,,1.0,2021-06-19 08:09:41.214711,2021-06-19 08:09:41.296041
Drug use everywhere,,The garden was nice but the homeless and drug users where everywhere. They were shooting up heroin in the garden pathway.,"August 17, 2019",0,0,,1.0,2021-06-19 08:09:41.296047,2021-06-19 08:09:41.376723
Nope. Nope. Nope.,,"Came around the corner from a great dinner at Bao Bei and were walking toward Gastown with an increasing sense of doom as the smell of urine and the amount of people passed out or screaming obscenities increased. At the intersection of Hastings and Columbia there were no less than 15 drugged out souls on each corner and my husband and I made eye contact and silently agreed to get out and away as quickly as possible. In short, if you’re looking for needles, poop, rubbish, prostitutes, being screamed at, and/or being aggressively panhandled, head over to this part of town. Otherwise, avoid at all costs.","August 16, 2019",0,0,,1.0,2021-06-19 08:09:41.376729,2021-06-19 08:09:41.458572
Give This Place A Miss,,"A very squalid area of Vancouver, full of drug addicts and homeless. Overall very dirty and worth avoiding.","August 16, 2019",0,0,,1.0,2021-06-19 08:09:51.526903,2021-06-19 08:09:51.770961
Horrendous Vancouver Chinatown!!!!!,,"Thinking since there is so many Hongkonger & Chinese from other part of world migrated to Vancouver Chinatown in the early years it must be amazing. But I was totally wrong!!! IT'S THE WORST CHINATOWN EVER !!! I am utterly gutted shocked that how is this possible in Canada!!! When we arrived at the entrance we sense something is not quite right, there was graffiti everywhere and it's not bustling. We continue to walk in we could smell urine we thoughts this is not quite right, but continue a little further in and we knew that this is not good we decided to turn left to East Hasting street to Gastown. What a BIG BIG mistake, we were traveling with kids, we will walking into a horrified scene of drugs, needles, smelly urine, load of drug addict people lying and walking everywhere. It's almost the scene of a movie the walking dead! Because its day time we walking calming and as fast as possible. We manage to get out to Gastown.  Why are the government of Canada not doing anything about Chinatown and East Hasting street??? It completely outrageous to have this going on! I been to amazing chinatown in San Francisco, New York , Sydney, Melbourne, Houston & London. Vancouver government should be very much ashamed on them for not doing anything !!! I am still totally gutted that how could Canada the land of good things allowed this?????? Shocking!!! PPPPPLEASESSSSSSSS DO NOT GO TO CHINATOWN IN VANCOUVER EVER !!!Show less","August 12, 2019",0,0,,1.0,2021-06-19 08:09:51.770968,2021-06-19 08:09:51.891963
Somebody help this area,,"This is a very run down dirty area of Vancouver.  It needs a major face lift.  We were excited to walk into the area and find good Chinese food but the area was trashed and scattered with homeless crack heads.  In fact that is a huge problem in Vancouver.  The night before we literally watched 3 people shooting up while HUNDREDS more were falling all over the city.  Vancouver, What the heck!  Clean up your city!","August 8, 2019",0,0,,1.0,2021-06-19 08:09:51.891969,2021-06-19 08:09:51.990291
Collusion?,,"What the hey Vancouver, BC!!! Do real estate developers have their hands deep down the pants of your city leaders,  planners and council members promising a “happy ending”? How are we supposed to read law enforcement ignoring the hundreds of drug addicted folks throughout the area shooting up, urinating and defecating in public? Has law enforcement been asked to ignore the area in hopes of driving tourism dollars out of Chinatown so hardworking Chinese have to give up and sell out? Take a lesson from your history books where you will remember you didn’t do such a great job with your indigenous people and asked yourself where this unbridled greed is leading to. It was sad to see the neglect being committed by your city leaders when it comes to maintaining the cultural jewel that Chinatown once was. I don’t blame this on law enforcement as they are instructed by city leaders. We saw zero police presence during our multi hour visit to this area and saw people openly shooting up on sidewalks.   Shame on all of you.  This was not the Chinatown we remember from twenty years ago.","August 7, 2019",0,0,,2.0,2021-06-19 08:09:51.990297,2021-06-19 08:09:52.089651
I wished I hadn’t,,"For some reason it’s been very difficult find a Chinatown as good as the one in San Francisco. I also mustn’t have been asking google or Trip Advisor the right questions either, cause we wandered down there today totally unprepared for the sad state of affairs that is the Chinatown precinct of Vancouver. Just two streets over from the beautiful stores and cafes of the Gastown district lies the worst of tales to be told out of this city. Streets are lined with poor unfortunate folks, beggars, junkies, hustlers and hookers. The first warning signed were the street corner being hoses down where there was a large gathering of people with their possessions in carts, the smell of urine was overwhelming. I had my two adult children 22&24 with me and they we conceded for our safety. We saw people injecting, dealing, urinating and tripping out. At one stage two squad cars rocked up sirens blasting and someone’s day was about to get worse. We tagged along with a tour group figuring there was safety in numbers and hightailed it out as fast as we could. The whole scene was almost surreal and very very sad. I am going to find a way to get to the Chinese Gardens which seems to be at least one good thing the area has going for it.","August 6, 2019",0,0,,1.0,2021-06-19 08:09:52.089656,2021-06-19 08:09:52.172163
Avoid this area while in Vancouver,,"Reading about China town made me want to visit last week as I had visited China this past year. My daughter, her husband and I decided to check it out on our way to bike ride in Stanley Park. What a mistake....and our experience clouded our entire day. First, the streets smell of urine, so bad you have to hold your nose. A visit to Tim Hortons was a bust....the store was filthy dirty, we didn’t even bother to order. Tables were covered with garbage, floor the same, washroom out of service. Our saddest experience though was coming upon a fresh faced young girl, huddled in a door way shooting up, syringe still in her arm. This scene haunts us to this day. I wanted to say something so badly, and hugged my daughter a little tighter the rest of the trip. That young girl was someone’s daughter, and how sad to see her sitting among all the filth destroying her life.","August 4, 2019",0,0,,1.0,2021-06-19 08:09:52.172168,2021-06-19 08:09:52.258013
This was declared a National Historic Site of Canada in 2011,,"We walked the entire length of Chinatown on Pender Street while out exploring and going to visit the Botanical Gardens.  This is the biggest Chinatown in Canada and apparently ranks #2 behind San Francisco's Chinatown.   There was much to admire and appreciate here.The huge Millenium Entry Gate into Chinatown is a thing of beauty.  The red lampposts with gold dragons are so special; we admired the gracefulness of the curving figures.  Some of the historic buildings, like the Wing Sang building (1913) and the Cheng Wing (1926) are beautifully maintained.There was much that interested us, like the Sam Kee building, Shanghai Alley, and the beautiful memorial to soldiers and railroad laborers but its geographical boundaries cross over into the DTES (Downtown Eastside) which is ground zero for mental illness and drug use.  Since the 1980's, the Vancouver government instituted a policy of de-institutionalizing mental health care hospitalizations and they made their way here.  The zone for the DTES includes parts of Gastown as well as Chinatown.We stopped in at a street market while walking to Chinatown.  Nothing interested us but we did see a vendor selling marijuana baked goods but they were gluten free (that has to account for something).  A young woman on the sidewalk was being cuffed so paramedics could administer medical treatment to her.  Sometimes it is hard to look away.In San Francisco's Chinatown, the shops were more interesting and there seemed to be a flow out onto the street with sights, sounds, and (good) smells that we just didn't find here.  That aspect of ""bringing it out to the street"" just was lacking.","August 3, 2019",0,0,,3.0,2021-06-19 08:09:52.258019,2021-06-19 08:09:52.344733
Chinatown,,"We walked through the main gates and then proceeded to enjoy the gardens, Dim-Sum, and shopping. The entire family enjoyed exploring the area.","July 17, 2019",0,0,,5.0,2021-06-19 08:09:52.344739,2021-06-19 08:09:52.430011
Chinatown gets a bad rap,,"The area between the bustling Gastown/cruise terminal/downtown is a short distance, but it is NOT Chinatown.  That short area is filled with yukky street people.  Take a cheap taxi to Dr Sun Yat Sun's garden and museum.  Walk the few blocks to Main St to see ethnic stores and restaurants.  All that is interesting there can be seen in an hour, plus time to dine.  One of the best Chinese restaurants anywhere is The Pink Pearl on Hastings St.  Don't walk there, take a taxi.The REAL Vancouver Chinatown, however, is called Richmond--the area around the YVR airport.  There you may see modern Chinese super markets and a variety of furniture/arts/craft stores and specialty malls.  The weekend night market there will transport you to China.","July 15, 2019",0,0,,5.0,2021-06-19 08:09:52.430018,2021-06-19 08:09:52.514735
Not so impressed.,,We went here the second day of our trip. hop on hop off tour takes you right there. We were fairly disappointed in the area. Right next to it was Hastings street. DO NOT walk from China Town to Gas Town. NOT SAFE. Take the time to get back on the bus and go that route. There are many more places to visit that have great restaurants off Robson and off Cambie.,"July 13, 2019",0,0,,3.0,2021-06-19 08:09:52.514741,2021-06-19 08:09:52.601136
Yipes!!!,,"I was a social worker in Chicago on the west and south sides during the crack/heroin epidemic era. I NEVER saw anything like this!  Block after block of heroin addicts, prostitutes and stolen goods for sale. Urine and feces on the street. I was completely taken aback and my kids were in tears. It was the saddest thing I've ever seen. Avoid.","July 13, 2019",0,0,,1.0,2021-06-19 08:10:03.959681,2021-06-19 08:10:04.041249
Frightening - DO NOT BRING YOUR FAMILY - NOT SAFE!,,"We were interested in checking out Chinatown after seeing online that there were shops and places to enjoy traditional Chinese cuisine. IT IS NO MORE THAN STREETS FILLED WITH CRACK ADDICTS and HOMELESS. We enjoyed the traditional Chinese gardens and then no more than a block away found ourselves on streets filled with needles, aggressive homeless people, garbage. It was truly scary. There is an ignored problem in Vancouver and it is all concentrated in Chinatown. PLEASE do not go there.","July 8, 2019",0,0,,1.0,2021-06-19 08:10:04.041254,2021-06-19 08:10:04.125898
Very uncomfortable!,,"I’ve traveled around a lot and never before have I been in an area that I felt so uncomfortable that i lost interest in seeing the sights. We were told by locals that Chinatown was rough and to stay off of Hastings street but if you go through the main gate, it was worth the walk. I disagree. Getting to the gate had us walk through areas where people were openly shooting up heroin  not just one person but lots of people. We were optimistic that once we walked through the Chinatown gate things will get better. We were wrong. The streets were filled with The homeless and downtrodden. We walked up a block hopeful and quickly turned around. It took 2 to 3 blocks before we were in an area that made us comfortable to walk in. There are many other interesting places to visit in Vancouver. My advice is to skip the Chinatown area.","July 3, 2019",0,0,,1.0,2021-06-19 08:10:04.125903,2021-06-19 08:10:04.205512
So that’s what a man defecating in the street looks like,,"We were on one of those hop on hop off bus tours, which included the Chinatown stop. We were told of a beautiful Chinese garden that was featured in national geographic. the garden was closed so we explored the rest of the district. We were met with no less than 40-50 individuals who clearly were using, many many homeless, bared up shops, a man attempting to defecate in the street, witnessed 2 separate drug dealings and a man pick up 2 needles from the ground. Pretty much stayed for twenty seconds. You felt really unsafe and felt like a target. Please please AVOID AT ALL COSTS especially if you have small children. Even the Starbucks was like f*** this and closed down. It was certainly....an experience. God bless toilets.","July 1, 2019",0,0,,1.0,2021-06-19 08:10:04.205517,2021-06-19 08:10:04.284821
