title,location,reviews,date,contribution,upvote,reviewer_name,ratings,start_time,end_time
Exquisitely beautiful architecture.,,The modern architecture is exquisitely beautiful. Especially the breathtakingly  beautiful crystalline skyscrapers which would not be out of place in a sci-fi movie.,"February 24, 2020",0,0,,5.0,2021-06-18 17:19:45.121738,2021-06-18 17:19:45.211762
Clean and neat,,"I an from the Seattle area, and let me say going to Seattle now is scary! Street people everywhere, panhandlers and drugs. So refreshing to visit Vancouver BC where for the whole 3 day weekend I never saw anything like that! How is it that Vancouver doesn't suffer from the same decay as Seattle just a few short miles away. It was nice to feel safe to walk down a street again!","February 23, 2020",0,0,,4.0,2021-06-18 17:19:45.211767,2021-06-18 17:19:45.304513
A guided walk around downtown Vancouver by a local Vancouver Greeters.,,"We were blessed with a great tour guide from Vancouver Greeters.  He met us on our first morning in Vancouver and we walk for 4 hours in the wet gloomy morning around Vancouver Downtown, we did get a few brief glimpse of sunlight breaking through.  He gave a great overview of the downtown area.  He explained the history of the different landmark, the best continental biscuit on Davies Street and what makes Vancouver ticks.  We learnt so much in the 4 hours, we walk up Davies Street, all the way to Canada Place, saw the Steam Clock in Gastown, walk briefly through Chinatown and check out the shortest building there.  Walk through the free part of Dr Sun Yat Sen Garden and on to Olympic Park and False Creek.  We did stop for cheese cake and coffee at W. Hasting St.  Lunch was at Olympic park and we then took a ferry to Granville Island.  The ferry ride provides us a good view of downtown Vancouver from the creek.If you happened to visit Vancouver, I suggest contacting Vancouver Greeters and they will put you in touch with one of the volunteer guides and it is so much better to see Vancouver with the help of a local.","February 20, 2020",0,0,,4.0,2021-06-18 17:19:56.420686,2021-06-18 17:19:56.518434
Trip to Vancouver,,"Stay: This was my first time visiting Vancouver. I stayed at an AirBnb at Strathcona. This was my first time staying at an Airbnb. The house I stayed in was a heritage property. It was a unique experience. Nice and clean house. I chose this property looking at the reviews which were mostly 4+.However I think that I should have done some more research. The house had its own charm but as it was more than 100 years old, it had a different vibes and I found the interior dark and a bit smelly as it is a really old property. After travelling and experiencing various places in Vancouver downtown, I think pacific boulevard, west end, area close to Stanley park are better localities to stay. Commuting: Commuting within Vancouver is very easy and accessible. There’s a sky train and buses with a good connectivity. I flew in from Toronto to Vancouver. Took a sky train from the airport to go to downtown. Compass cards are available at the airport. It is like a “Presto” card in Toronto. One can load the card and use it with all kinds of transit within Vancouver. While staying at Strathcona, I discovered that East of Hastings is an area to avoid. You’ll see many homeless people on this street, drugs and other things. I was told to avoid this street. Best way to discover any place is to walk around. I discovered so many places by just walking around in downtown. I feel more connected to a place by walking around. Uber service is not as good as toronto. However they do have a local taxis available.GASTOWN and YALETOWN: These two areas are very vibrant and lively. It’s the place to be for youngsters. Lot of restaurants and shopping. SHOPPING: There’s a shopping mall in downtown, CF PACIFIC CENTER. Good place to hangout if it’s raining in Vancouver😊There’s another mall at Burnaby which is bigger than Pacific Center I think. Mc Arthur, great luxury outlet mall at Templeton, close to YVR airport. If you are looking to spend some time before your flight, this would be a great option.Food: Lot of food options, google for your choice!","February 12, 2020",0,0,,4.0,2021-06-18 17:19:56.518440,2021-06-18 17:19:56.610987
City a pleasure to do business in,,With Vancouver being such a walkable city it’s always a pleasure to conduct business downtown. Safe and easy to get around. It is however expensive when it comes to accommodations. Hate the rainy springs but love that I never have to pack an umbrella as city hotels always have you covered.,"February 11, 2020",0,0,,5.0,2021-06-18 17:19:56.610993,2021-06-18 17:19:56.707113
A bit of everything,,Walk and explore. The Nordstroms is very nice.Many chain stores and a few independent stores as well.Friendly! Easy to walk,"February 11, 2020",0,0,,5.0,2021-06-18 17:19:56.707119,2021-06-18 17:19:56.803098
A walkable city,,"Whether you find yourself in Coal Harbour, Gastown, Granville Island, Yaletown, or (my favourite) neighbourhood the West End, you will find that there is much to see and do simply by walking around. Vancouver is a very walkable city but naturally there are other transportation options available. Unless you have the American dollar's 30% advantage be forewarned that fall, winter, and spring are the seasons to visit as accommodation prices skyrocket in summer.","February 3, 2020",0,0,,5.0,2021-06-18 17:19:56.803103,2021-06-18 17:19:56.898697
"Active, safe, and many livable aspects",,"The downtown is not just for businesses but for living. Vancouver is ready to support both. Restaurants, laundromats, stores, pharmacies, parks, and more. Love it.","January 30, 2020",0,0,,4.0,2021-06-18 17:19:56.898703,2021-06-18 17:19:56.990534
Great vibrant atmosphere,,"Definitely recommend to take a walking tour around downtown Vancouver to grasp the young and most vibrant city in the world. Full of world’s best museums and art galleries, authentic Canadian shops and local fresh seafood restaurants as well as international cuisine offering world class dining experience. While in Vancouver, you must try BC local wine which is definitely a world class wine and craft beer from local breweries. Downtown Vancouver is especially beautiful at nighttime with pubs, bars and restaurants being crowded, and plenty of concert ms and other cultural venues to go to.","January 29, 2020",0,0,,5.0,2021-06-18 17:19:56.990540,2021-06-18 17:19:57.081273
Vancouver was amazing!,,"We loved the beautiful views! So much wonderful time to enjoy and have fun! The stores are gorgeous! Definitely worth the trip! The trip was fun, fun, fun! Really great, even the guys enjoyed it! Our family loved it.","January 24, 2020",0,0,,5.0,2021-06-18 17:19:57.081279,2021-06-18 17:19:57.177973
Nice walkable downtown,,"The simple grid pattern, mix of stores and overhangs to protect from the rain and modern buildings make for a vibrant downtown which is easy to get around.","January 22, 2020",0,0,,5.0,2021-06-18 17:19:57.177978,2021-06-18 17:19:57.271277
Great area,,"We have visited here lots of times and love wandering around. Loads of stores and not just the branded ones, lovely little diverse boutiques, coffee shops, restaurants etc. Always find something new to look at.","January 11, 2020",0,0,,5.0,2021-06-18 17:19:57.271283,2021-06-18 17:19:57.363702
Not as nice as it should be,,"Downtown is unofficially divided up into divisions. Along the seawall the view is spectacular and the areas are clean and inviting. Alberni and Robson streets are the high end shopping areas with a plethora of good restaurants. Unfortunately, the city has let Granville deteriorate dramatically in the last few years. Homeless are everywhere, the garbage seems to never be picked up. Further north, where cruise ships dock is Gastown, an interesting mix of independent shops and tourist traps. But it has interesting architecture and a good vibe. But when it ends, about 5 blocks east of the pier, the worst area of Canada appears. Although only a few blocks big, it is the center of drugs,  addiction, homelessness and despair. However, I have walked in that area many times and never been accosted or threatened. A lot of the people are in desperate straits but they are not criminals. Just be aware.","January 7, 2020",0,0,,3.0,2021-06-18 17:20:06.472377,2021-06-18 17:20:06.593619
Good potential let down by bad management.,,One of Vancouver’s main streets...supposedly a pedestrian friendly entertainment district and “grand avenue”.  Not so much because the City apparently doesn’t care.,"January 7, 2020",0,0,,2.0,2021-06-18 17:20:06.593624,2021-06-18 17:20:06.684732
Downtown Vancouver,,"We were a little disappointed as we thought there would be more to see and do in Vancouver and the weather prevented us from doing much as it rained for 4 out of 5 days.There is a great shopping district with the Pacific Centre, Nordstrom’s and Holt Renfrew which are all connected.I think 2 to 3 days is enough to see Vancouver definitely.","January 4, 2020",0,0,,3.0,2021-06-18 17:20:06.684738,2021-06-18 17:20:06.781315
Concrete Jungle Core Of An Otherwise Beautiful City.,,"Looking at a map, you will find that Vancouver Downtown is the lower portion of a peninsula (the thumb) of the main city of Vancouver (the fist), which sticks out into the Burrard Inlet. The neighborhood is bounded by the Burrard Inlet to the north, Stanley Park and West End to the west, False Creek to the south and Downtown Eastend to the east.It has the main business district of Vancouver as well as many high end residential buildings and hotels. As we walked the streets we saw a number of shops, restaurants, pubs, private offices, travel agencies and government offices, theaters and art galleries. In general the streets were clean and broad but there were a few places which were not so pleasant to walk along as there were some down at heel people and addicts to be seen. There were some parks and green spaces to relieve the monotony of the high-rises. A walk along the Waterfront Road was quite fascinating as we got to see the many activities in the harbor, near Canada Place, with the ships and boats moving in and out and a number of seaplanes taking off and landing.The main transit hub of Vancouver Downtown, the Waterfront Station, is where you can find connections to most parts of the city. There are two metro lines, The Canada Line and the Expo Line, the West Coast Express Railway, and the SeaBus passenger ferry which crosses the inlet to get you to North Vancouver.The road traffic especially during office hours can be quite slow moving, so we used the cheaper and efficient bus transit system instead of hiring expensive cabs. We enjoyed exploring the city, which is known to be one of the most beautiful cities in the world for a tourist.","January 2, 2020",0,0,,4.0,2021-06-18 17:20:06.781320,2021-06-18 17:20:06.866808
Vancouver Downtown,,"Vancouver is a beautiful city, sorrund with mountains and the Pacific Ocean. I was there in November, the best time of the year! Fall is awesome! Just to see the leaves with different colors is wonderful! Stanley Park, Capilanno Bridge, Canada Place and Granville Island are worth a visit, don't miss it! Lost of coffee shops and restaurants! I stay at Ramada Express on Pencer street, very cheap and the staff is friendly and breakfast is free!","January 1, 2020",0,0,,5.0,2021-06-18 17:20:06.866813,2021-06-18 17:20:06.954909
Vancouver 2019,,"Downtown Vancouver is fantastic, lots of very good restaurants and pubs, from downtown you can walk easily to Stanley park or Canada place where the cruise liners dock, gastown also within 15 min walk.","December 31, 2019",0,0,,5.0,2021-06-18 17:20:06.954914,2021-06-18 17:20:07.043481
BEAUTIFUL VANCOUVER,,"It has been such a long time since I took long flights. The last long flight I took was to USA in 2012. This trip is a 16 hour long flight but the seats were real comfortable and nice. The meals were much more delicious too. Not knowing what to expect of Vancouver or of my staying with a muslim sister and her family but it turned out to be the BEST holiday I ever had. Vancouver is really a lovely country, nice people, clean surroundings and peaceful. My hosts were super fantastic, kind and a happy family including their beautiful cat - Kitty ❤ See me hugging the tree. The trees are so healthy - no ants, no bugs etc. So clean and so soft like fine wood! 🤭Visited 'Flyover Canada'Speechless Fantastic4D virtual flyingI really felt like a seagull - freely flying in the air Beautiful experience!Visited Capalino Suspension bridgeExcitingThrillingLots of walkingNature & Forest trackingI really have not done it for a long long timeFelt so rejuvenated after a long walk breathing so much fresh airPlus I must mentioned again my beautiful host - Sis Sadia for her kindness and generous hospitality. Always asking me what would I like to eat for breakfast, lunch and dinner because she is such a GREAT cook! I felt so touched in my heart ❤Wishing Sis Sadia & her family the best of everything which is good. Amin amin 🤲","December 31, 2019",0,0,,5.0,2021-06-18 17:20:07.043486,2021-06-18 17:20:07.131123
So safe and clean.,,"Vancouver is an exciting city, well laid out, and full of exciting places to see and fun things to do. Lots of great eating establishments and great food and drinks. Walking is easy, folks are very nice and weather was fine while we were there. Great place for the holidays.","December 30, 2019",0,0,,5.0,2021-06-18 17:20:07.131128,2021-06-18 17:20:07.217897
2 days in Vancouver,,"Laid back city - few high rises and lots of interesting places to see from markets to river gorge’s at Campanillo.Easy to get around either on the hop on hop off bus or the underground. Stanley Park was particularly nice with a marina, totem poles, and a horse drawn ride around the park.","December 30, 2019",0,0,,5.0,2021-06-18 17:20:07.217904,2021-06-18 17:20:07.312419
Christmas in Vancouver,,"Weather was fantastic, lots to do from Hockey games, football, casinos , shopping, ocean views , jogging, skiing","December 28, 2019",0,0,,5.0,2021-06-18 17:20:07.312424,2021-06-18 17:20:07.403749
Boxing Day visit,,"We love visiting VANCOUVER, pacific center is a very nice shopping mall. Granville and Robson are full of interesting shops. There are many excellent culinary experiences to be had with a little research. Gas town has my favourite shoe shop. (John Fluvog) and a couple spectacular French restaurants. There are views of the north shore mountains and the ocean to be had. Furthermore, Vancouver has a large residential population downtown so there are usually people around and businesses open unlike many other  North American cities. The beaches are worth visiting in the summer. The sea wall is great to stroll or cycle on.","December 26, 2019",0,0,,4.0,2021-06-18 17:20:16.492208,2021-06-18 17:20:16.581282
Relatively clean,,"We stayed at the wonderful Wedgewood Hotel in downtown Vancouver on our recent stay. We did a fair amount of walking in the immediate vicinity of the hotel.  Aside from frequent urine smells, the area we were in seemed to be somewhat cleaner and safer than what we experience in downtown Seattle for instance.","December 26, 2019",0,0,,4.0,2021-06-18 17:20:16.581287,2021-06-18 17:20:16.866323
Avoid downtown Vancouver at all costs.,,Avoid downtown Vancouver at all costs. Way too crowded and traffic snarls for no apparent reason. There are so many things to see in this beautiful city but NEVER Drive a car here ever. Public transportation MAY make it doable. But we have no experience with that so it may be a slow slow drag too! Traffic jams are world class and absolutely ruin any fun unless you have made zero plans that are time sensitive. The many people we have met are charming and helpful. But avoid downtown and any crowded nearby area. Take a bus or boat tour- not a “car friendly” city in any way whatsoever.,"December 25, 2019",0,0,,1.0,2021-06-18 17:20:16.866328,2021-06-18 17:20:16.958561
Walking Through the Raincouver City,,"This is their winter, raining every single day as in. But I still love walking around the city because you won’t get lost at all. So many shopping area and lots of food joint to dine of so many different cuisines from all migrants who chose this place their home. Nightlife is awesome as well","December 18, 2019",0,0,,5.0,2021-06-18 17:20:16.958566,2021-06-18 17:20:17.040529
Vancouver Downtown,,"Beautiful city to visit on Christmas, we went to The Christmas Market, wonderful restaurants and an awesome Experience at Flying Over Canada.","December 14, 2019",0,0,,5.0,2021-06-18 17:20:17.040534,2021-06-18 17:20:17.119899
First Trip to Vancouver,,Downtown Vancouver is very clean and lots of places to eat. Lots of great shops to browse through as well as art/sculptures placed throughout. Lots of great opportunities for pictures.,"December 12, 2019",0,0,,5.0,2021-06-18 17:20:17.119905,2021-06-18 17:20:17.202251
Amazing architecture,,For the photo enthusiasts this city is amazing.  So many opportunities for reflection photos in the glass walled office buildings.  Great angles for photos.  Easy walking around the downtown area.,"November 30, 2019",0,0,,4.0,2021-06-18 17:20:17.202257,2021-06-18 17:20:17.283104
A beautiful city,,"Any time I have gone to Vancouver, I have always been struck by its beauty. It is definitely one of the nicest cities in North America.","November 29, 2019",0,0,,5.0,2021-06-18 17:20:17.283109,2021-06-18 17:20:17.364346
Best Place to Stay in Vancouver,,"If you are staying in town for a couple of days, stay downtown. You are within walking distance of GasTown,  the olympic cauldron, waterfront and easy access to Granville Island, Stanley Park and the subway...","November 24, 2019",0,0,,4.0,2021-06-18 17:20:17.364351,2021-06-18 17:20:17.449122
"Blown away with the logos, tall buildings and hum of activity!",,"Being in Vancouver before holiday season was perfectly seasonal.  Many walks of life are in downtown.  Explore every nook and cranny, walk in the shops, discover the foods and embrace all there is to do!  Loved it!","November 23, 2019",0,0,,5.0,2021-06-18 17:20:17.449127,2021-06-18 17:20:17.529425
Great City but with the usual problem areas,,"We spent a few days in Vancouver at the end of a 3 week road trip and it was a complete contrast to the The Rockies and neighbouring Vancouver Island.Vancouver is a well planned, attractive very tourist orientated city with plenty to see and do.However, like most cities it also has it's""other side"" and you only have to walk a block away from Gas town to see homeless beggars and people openly taking drugs.There was also the ever present smell of Cannabis (which is legal ).Not sure we would have walked around this area at night but nowhere in the city felt unsafe during the day.We returned our hire car as soon as we arrived in Vancouver which was definitely the right thing to do as everywhere is easily walkable.The only transport we needed to use was the small ferry to Granville island.","November 21, 2019",0,0,,4.0,2021-06-18 17:20:26.591174,2021-06-18 17:20:26.716942
A normal concrete jungle.,,"Vancouver is fairly big city and Downtown is its core. The same tall buildings as of any mportant big city. It has a bustling shopping district, various eateries having menus from all over the world. Art galleries, boutiques are a plenty. Malls, shops, hotels. Nearby are Burrard Islet, False Creek and Stanley  Park. It's a vibrant place and it's easy to reach the place by bus, Skytrain, taxi or a car. Need about 2 hours to see downtown but don't have to. Having said that, Vancouver is one of best cities to live in, according to some sources.","November 19, 2019",0,0,,3.0,2021-06-18 17:20:26.716946,2021-06-18 17:20:26.839966
expensive city,,Great shopping but there are alot of very expensive stores around  which I cannot afford. Almost too many! Dont know how they survive but I guess their are people with loads of money. The real estate is too high . There is a social crisis going on. Pure income inequality right in your face. There seems to be no middle class you are either rich or poor [ i could be wrong but this it what it looks like as an outsider],"November 14, 2019",0,0,,4.0,2021-06-18 17:20:26.839972,2021-06-18 17:20:26.927200
Easy walkable centre,,"Very pleasant and easily walkable area . Felt quite safe around here in most areas. Chinatown seemed a little run down and probably wouldn't go there at night unless in a large group . However, I liked the city very much ...especially Gastown and Granville Island.","November 13, 2019",0,0,,4.0,2021-06-18 17:20:26.927205,2021-06-18 17:20:27.008205
Walking from English Bay Beach to the Vancouver Convention Centre West,,"so we took the bus downtown from our home in Dunbar with the intention to stroll from English Bay Beach area to the Burrard Inlet area which we knew provided many interesting experiences and perspectives.. we began our journey down Denman Street to Cardero Park , then along Coal Harbour Seawall, then proceeding to Harbour Green Park, which has several restaurants and shops along the pathway, and the view of the many marine activities and the view of the North Shore Mountains,before reaching the convention centre where the Vancouver Christmas Market was setting up and the many people going to restaurants, sightseeing the many shops along Burrard Street area and then wandering along Robson Street which we always particularly appreciate for the wide variety of stores..then on the way back to Beach Avenue we walked along Lost Lagoon at the beginning of that section of Stanley Park... many, many steps and we rested frequently as there was always much to experience and view...","November 13, 2019",0,0,,5.0,2021-06-18 17:20:27.008211,2021-06-18 17:20:27.102578
Beautiful City!,,"The city of Vancouver is truly like no other! Hours can be spent in the many trendy neighborhoods, Stanley Park, the beach area and many more iconic areas! There are tons of water views and wonderful buildings! If you haven’t been, you are in for a real treat!","November 10, 2019",0,0,,5.0,2021-06-18 17:20:27.102584,2021-06-18 17:20:27.188605
Alot to see,,"Glad my hotel was in the area. So much to see and do it's overwhelming in a good way. I walked most if my trip and within 30 minutes are a ton of shops, restaurants, and things to do.","November 9, 2019",0,0,,5.0,2021-06-18 17:20:27.188611,2021-06-18 17:20:27.459952
Great city if you enjoy the outdoors and good food!,,"We enjoyed our two-day visit to Downtown Vancouver prior to leaving on a cruise.  We loved biking along the water, walking to various parts of the city and enjoying great food.  The only down side was the two times we visibly saw people shooting up drugs (via needles) while walking in Gas Town in the broad daylight.","November 7, 2019",0,0,,4.0,2021-06-18 17:20:27.459960,2021-06-18 17:20:27.544663
charming,,"Vancouver Glass Town is charming, lot of shops, from fancy stores ro the typical junki for tourist. A nice street to see the clock and have a nice coffe.","November 6, 2019",0,0,,4.0,2021-06-18 17:20:27.544668,2021-06-18 17:20:27.627902
I live downtown,,"Vancouver used to be a clean friendly city.  With all these SRO's and shelters from Georgia to Drake all you see now is garbage, people camped on in, used needles and panhandlers.  On the corner of Howe and Davie there is a late night transit stop which used to have a garbage can.  For some reason the city removed the garbage can and refuses to bring on back.  Numerous requests were made to the city and ignored.","November 5, 2019",0,0,,1.0,2021-06-18 17:20:27.627908,2021-06-18 17:20:27.714178
"Davie St hotel, right in the thick of the West End",,"I have only been here 3 days and I am in love with this downtown area. There are so many unique restaurants coffee shops and bakeries that it is difficult to decide where and what to eat.Lucky for me I am on a 3 month work contract so I get to enjoy this without having to spend too much of my own money as it is quite pricey here. Vancouver is an incredible city, A must see....bucket list for sure!","November 5, 2019",0,0,,5.0,2021-06-18 17:20:35.832191,2021-06-18 17:20:35.992620
Downtown Vancouver is vibrant and lovely to wald around!,,I love going downtown Vancouver to explore and find beautiful quaint boutiques and little restaurants to have a bite!,"November 5, 2019",0,0,,5.0,2021-06-18 17:20:35.992625,2021-06-18 17:20:36.083561
A great place to visit,,"Stayed here for 4 days We stayed in the Four Seasons right in the heart of the ciity. Amazing city, amazing shopping, transport excellent and the people very friendly and helpful","November 4, 2019",0,0,,5.0,2021-06-18 17:20:36.083567,2021-06-18 17:20:36.181176
Great Walking City,,"I enjoyed explored vibrant Vancouver by foot as a wealth of restaurants, shops, and green areas cry out for exploring. Even the bridges have pedestrian crosswalks and the high speed drivers in rush hour did yield to me.  Although there were homeless about, especially on streets with bus lines, they generally weren't agressive. Even on a rainy afternoon, I was able to make my way around due to good signage. And, of course, the vastnessof Stanley Park awaits exploration by walkers, runners and tourists. I would definitely repeat staying at a downtown hotel and taking the SkyTrain from the airport.","November 2, 2019",0,0,,4.0,2021-06-18 17:20:36.181182,2021-06-18 17:20:36.299421
Great city to walk around,,"In the main we thoroughly enjoyed our time walking around the city. There is a huge selection of shops, restaurants and things to do. We spent much of our time walking and managed to see most areas. One problem was trying to drive anywhere. The city seems to be in continual gridlock which made getting to attractions slightly further afield impossible. There is also a lot of homeless people dotted around, although we never felt threatened, they were always respectful. We had no concerns walking around, even at night. There were huge homeless encampments in the east of the city which we would not be so keen to venture around.","November 2, 2019",0,0,,4.0,2021-06-18 17:20:36.299428,2021-06-18 17:20:36.390870
Great walking city with much to see and do.,,Party of four and we all enjoyed our stay. I would highly recommend you take a tour bus of the city first and experience the different areas. Many places to walk and eat. I would warn others of staying away from China town which was very run down and full of beggars and homeless. Other than that area we found the city clean and safe.,"October 29, 2019",0,0,,4.0,2021-06-18 17:20:36.390875,2021-06-18 17:20:36.472291
"Relaxed pedestrians in a safe, walkable and terrific city",,"We took the SkyTrain into downtown Vancouver from our hotel in Richmond. Loved the SkyTrain and loved Vancouver. The business section off Granville was not busy, very clean and provided super shopping. We wandered down to the harbour for a wonderful view of the city, while noting the timely architecture in Canada Place. Then came lunch in the St. Regis, one of the city's most venerated restaurants. A visit to the Cathedral proved interesting, since much of the interior was wooden. There seemed to be a powerful respect for pedestrians every where, while the pedestrians had a similar respect for traffic lights, with almost no crossing against lights, so common in other large cities. Vancouverites seemed laid-back, friendly and relaxed. Sidewalks were wide and made the downtown feel quite walkable, the mountains nearby providing stunning backdrops. A most impressive city.","October 29, 2019",0,0,,5.0,2021-06-18 17:20:36.472298,2021-06-18 17:20:36.554688
Easy to walk around,,We walked around in downtown quite a bit and ate at several restaurants in downtown.   You feel very safe although there is some homeless.  You might not want to walk around a night much.,"October 29, 2019",0,0,,4.0,2021-06-18 17:20:36.554693,2021-06-18 17:20:36.638123
Big City,,"We were in Vancouver during rainy weather with one cruise ship in town, so it was a little crowed in the tourist areas. We found the downtown area easy to walk around but found the ""Jump On and Jump Off"" bus not up to expectations as compared to other similar services in other towns.  Due to the cruise ship passengers the buses were crowded and schedule was unreliable as buses were on one hour spaces and if the bus was full you were passed up. Other complaint is it was raining and the roof leaked on the passengers. New equipment would help this service as it rains in Van couver a lot. Better to visit this city in the spring, summer and very early fall to enjoy the temperate weather.","October 29, 2019",0,0,,4.0,2021-06-18 17:20:36.638128,2021-06-18 17:20:36.735544
